UTC_0_0,Latitude,Longitude,Elevation,Heading,DepthBelowTransducer
2021-03-03T00:40:10.00,45.4924,-123.2274,14,315.8253,14.0000
2021-03-03T00:40:11.00,45.4924,-123.2274,14,309.5868,14.0000
2021-03-03T00:40:12.00,45.4924,-123.2274,14,309.7112,14.0000
2021-03-03T00:40:13.00,45.4924,-123.2274,14,314.2380,14.0000
2021-03-03T00:40:14.00,45.4924,-123.2274,14,320.1917,14.0000
2021-03-03T00:40:15.00,45.4924,-123.2274,14,325.4698,14.0000
2021-03-03T00:40:16.00,45.4925,-123.2274,14,329.3819,14.0000
2021-03-03T00:40:17.00,45.4925,-123.2275,14,330.2956,14.0000
2021-03-03T00:40:18.00,45.4925,-123.2275,14,328.6818,14.0000
2021-03-03T00:40:19.00,45.4925,-123.2275,14,325.4291,14.0000
2021-03-03T00:40:20.00,45.4925,-123.2275,14,320.6498,14.0000
2021-03-03T00:40:21.00,45.4925,-123.2275,14,316.8511,14.0000
2021-03-03T00:40:22.00,45.4925,-123.2275,14,315.1433,14.0000
2021-03-03T00:40:23.00,45.4926,-123.2275,14,318.1118,14.0000
2021-03-03T00:40:24.00,45.4926,-123.2275,14,325.5781,14.0000
2021-03-03T00:40:25.00,45.4926,-123.2275,14,333.8400,14.0000
2021-03-03T00:40:26.00,45.4926,-123.2276,14,336.2555,14.0000
2021-03-03T00:40:27.00,45.4926,-123.2276,14,335.9263,14.0000
2021-03-03T00:40:28.00,45.4926,-123.2276,14,332.8569,14.0000
2021-03-03T00:40:29.00,45.4926,-123.2276,14,326.7080,14.0000
2021-03-03T00:40:30.00,45.4926,-123.2276,14,318.6999,14.0000
2021-03-03T00:40:31.00,45.4926,-123.2276,14,311.7348,14.0000
2021-03-03T00:40:32.00,45.4926,-123.2276,14,308.8630,14.0000
2021-03-03T00:40:33.00,45.4927,-123.2276,14,311.5917,14.0000
2021-03-03T00:40:34.00,45.4927,-123.2277,14,318.0994,14.0000
2021-03-03T00:40:35.00,45.4927,-123.2277,14,326.3321,14.0000
2021-03-03T00:40:36.00,45.4927,-123.2277,14,330.9649,14.0000
2021-03-03T00:40:37.00,45.4927,-123.2277,14,332.6631,14.0000
2021-03-03T00:40:38.00,45.4927,-123.2277,14,332.5554,14.0000
2021-03-03T00:40:39.00,45.4927,-123.2277,14,328.8451,14.0000
2021-03-03T00:40:40.00,45.4927,-123.2277,14,321.6099,14.0000
2021-03-03T00:40:41.00,45.4928,-123.2277,14,314.6880,14.0000
2021-03-03T00:40:42.00,45.4928,-123.2278,14,310.6209,14.0000
2021-03-03T00:40:43.00,45.4928,-123.2278,14,309.7384,14.0000
2021-03-03T00:40:44.00,45.4928,-123.2278,14,315.4849,14.0000
2021-03-03T00:40:45.00,45.4928,-123.2278,14,324.5490,14.0000
2021-03-03T00:40:46.00,45.4928,-123.2278,14,331.0780,14.0000
2021-03-03T00:40:47.00,45.4928,-123.2278,14,333.9545,14.0000
2021-03-03T00:40:48.00,45.4928,-123.2278,14,334.2726,14.0000
2021-03-03T00:40:49.00,45.4928,-123.2278,14,331.7393,14.0000
2021-03-03T00:40:50.00,45.4928,-123.2278,14,325.5859,14.0000
2021-03-03T00:40:51.00,45.4929,-123.2279,14,318.7179,14.0000
2021-03-03T00:40:52.00,45.4929,-123.2279,14,313.3441,14.0000
2021-03-03T00:40:53.00,45.4929,-123.2279,14,311.0522,14.0000
2021-03-03T00:40:54.00,45.4929,-123.2279,14,315.2841,14.0000
2021-03-03T00:40:55.00,45.4929,-123.2279,14,322.3168,14.0000
2021-03-03T00:40:56.00,45.4929,-123.2279,14,328.7302,14.0000
2021-03-03T00:40:57.00,45.4929,-123.2279,14,332.6940,14.0000
2021-03-03T00:40:58.00,45.4929,-123.2279,14,333.7351,14.0000
